Code,Name,Registration_number,Keph level,Facility type,Owner,Regulatory body,Beds,Cots,County,Constituency,Sub county,Ward,Operation status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Service_names,Approved,Public visible,Closed
17346,Makande Healthcare Services,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,MOMBASA,MVITA,mvita,MAJENGO,Operational,Yes,No,Yes,No,,Yes,Yes,No
17345,Ndege Oriedo Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MIGORI,RONGO,rongo sub county,NORTH KAMAGAMBO,Operational,No,No,No,No,,Yes,Yes,No
17344,Kolwal Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MIGORI,URIRI,urir sub county,SOUTH KANYAMKAGO,Operational,No,No,No,No,,Yes,Yes,No
17343,Piny Owacho Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MIGORI,URIRI,urir sub county,CENTRAL KANYAMKAGO,Operational,No,No,No,No,,Yes,Yes,No
17342,Midida Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MIGORI,URIRI,urir sub county,WEST KANYAMKAGO,Operational,No,No,No,No,,Yes,Yes,No
17339,Maalimin Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,GARISSA,LAGDERA,lagdera,MAALAMIN,Operational,No,No,No,No,,Yes,Yes,No
17337,Ilan Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,GARISSA,LAGDERA,lagdera,MAALAMIN,Operational,No,No,No,No,,Yes,Yes,No
17336,Hagarbul Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,GARISSA,FAFI,fafi,FAFI,Operational,No,No,No,No,,Yes,Yes,No
17335,Afwein Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,GARISSA,LAGDERA,lagdera,GOREALE,Operational,No,No,No,No,,Yes,Yes,No
17334,Cheptangulgei Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Kenya MPDB - Institution,0,0,BOMET,SOTIK,sotik,KAPLETUNDO,Operational,No,No,No,No,,Yes,Yes,No
17333,Muchatha Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KIAMBU,KIAMBAA,kiambaa,MUCHATHA,Operational,No,No,No,No,,Yes,Yes,No
17332,Kengen Staff Clinic,None,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,WEST POKOT,KAPENGURIA,west pokot,KAPENGURIA,Operational,No,No,No,No,,Yes,Yes,No
17331,Sugoi A Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,UASIN GISHU,TURBO,turbo,TAPSAGOI,Operational,No,No,No,No,,Yes,Yes,No
17330,Neema Medical Clinic (Huruma),None,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Ministry of Health,0,0,UASIN GISHU,TURBO,turbo,KAMAGUT,Operational,No,No,No,No,,Yes,Yes,No
17328,Chemamit Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NAROK,EMURUA DIKIRR,transmara east,KAPSASIAN,Operational,No,No,No,No,,Yes,Yes,No
17327,Keyian SDA Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Other Faith Based,Kenya MPDB - Private Practice,0,0,NAROK,KILGORIS,transmara west,KEYIAN,Operational,No,No,No,No,,Yes,Yes,No
17325,Ndamama Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NAROK,EMURUA DIKIRR,transmara east,OLOlMASANI,Operational,No,No,No,No,,Yes,Yes,No
17324,Shartuka Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NAROK,KILGORIS,transmara west,KILGORIS CENTRAL,Operational,No,No,No,No,,Yes,Yes,No
17321,Kapune Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NAROK,KILGORIS,transmara west,KILGORIS CENTRAL,Operational,No,No,No,No,,Yes,Yes,No
17320,Entargeti Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NAROK,KILGORIS,transmara west,SHANKOE,Operational,No,No,No,No,,Yes,Yes,No
17319,Chemegong,None,Level 2,Dispensaries and clinic-out patient only,Community,Ministry of Health,0,0,KERICHO,SIGOWET/SOIN,sigowet/soin,SIGOWET,Operational,No,No,No,No,,Yes,Yes,No
17318,Kapkures Dispensary (Kericho),None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KERICHO,BELGUT,belgut,KABIANGA,Operational,No,No,No,No,,Yes,Yes,No
17317,Kapchanga Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KERICHO,SIGOWET/SOIN,sigowet/soin,SIGOWET,Operational,No,No,No,No,,Yes,Yes,No
17316,Kiplelgutik Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KERICHO,SIGOWET/SOIN,sigowet/soin,KAPLELARTET,Operational,No,No,No,No,,Yes,Yes,No
17314,Gechiriet Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KERICHO,SIGOWET/SOIN,sigowet/soin,SOIN,Operational,No,No,No,No,,Yes,Yes,No
17313,Kapsiya,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KERICHO,BELGUT,belgut,KABIANGA,Operational,No,No,No,No,,Yes,Yes,No
17310,Chepsoo,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KERICHO,AINAMOI,ainamoi,AINAMOI,Operational,No,No,No,No,,Yes,Yes,No
17309,Mungaria Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MURANG'A,KANDARA,kandara,ITHIRU,Operational,No,No,No,No,,Yes,Yes,No
17308,Kalyongwet,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KERICHO,SIGOWET/SOIN,sigowet/soin,KAPLELARTET,Operational,No,No,No,No,,Yes,Yes,No
17307,Kinyona Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MURANG'A,KIGUMO,kigumo,KINYONA,Operational,No,No,No,No,,Yes,Yes,No
17305,Gatiaini Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MURANG'A,KIGUMO,kigumo,KANGARI,Operational,No,No,No,No,,Yes,Yes,No
17304,Ruona Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MURANG'A,KANDARA,kandara,RUCHU,Operational,No,No,No,No,,Yes,Yes,No
17303,Mairi Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MURANG'A,KIGUMO,kigumo,KANGARI,Operational,No,No,No,No,,Yes,Yes,No
17302,Bararget Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NAKURU,KURESOI SOUTH,kuresoi south,KERINGET,Operational,No,No,No,No,,Yes,Yes,No
17301,Kaplamai Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NAKURU,KURESOI SOUTH,kuresoi south,AMALO,Operational,No,No,No,No,,Yes,Yes,No
17299,Kiplobotwo Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,ELEGEYO-MARAKWET,MARAKWET WEST,marakwet west,MOIBEN/KUSERWO,Operational,No,No,No,No,,Yes,Yes,No
17298,Lukoye Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,4,2,KAKAMEGA,BUTERE,butere,MARAMA NORTH,Operational,No,No,Yes,No,,Yes,Yes,No
17297,Mabole Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,4,2,KAKAMEGA,BUTERE,butere,MARENYO-SHIANDA,Operational,No,No,Yes,No,,Yes,Yes,No
17295,Jesmah CFW Clinic,None,Level 2,Dispensaries and clinic-out patient only,Non-Governmental Organizations,Kenya MPDB - Private Practice,0,0,KIRINYAGA,NDIA,kirinyaga west,MUKURE,Operational,No,No,No,No,,Yes,Yes,No
17293,Kapkelei,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BOMET,SOTIK,sotik,KIPSONOI,Operational,No,No,No,No,,Yes,Yes,No
17292,Dr J K Kimani,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,KIRINYAGA,KIRINYAGA CENTRAL,kirinyaga central,KERUGOYA,Operational,No,No,No,No,,Yes,Yes,No
17290,Kamboo Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MAKUENI,KIBWEZI WEST,kibwezi west,MAKINDU,Operational,No,No,No,No,,Yes,Yes,No
17289,Garseyqoftu Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,WAJIR,WAJIR WEST,wajir west,ARBAJAHAN,Operational,Yes,No,Yes,No,,Yes,Yes,No
17287,Mboroga Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MERU,BUURI,buuri,KIBIRICHIA,Operational,No,No,Yes,No,,Yes,Yes,No
17284,Kapkessum Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,ELEGEYO-MARAKWET,KEIYO NORTH,keiyo north,KAMARINY,Operational,No,No,No,No,,Yes,Yes,No
17282,Chororget Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,ELEGEYO-MARAKWET,KEIYO SOUTH,keiyo south,KAPTARAKWA,Operational,No,No,No,No,,Yes,Yes,No
17281,Epkee Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,ELEGEYO-MARAKWET,KEIYO SOUTH,keiyo south,SOY NORTH,Operational,No,No,No,No,,Yes,Yes,No
17277,Muruangai Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,SAMBURU,SAMBURU NORTH,samburu north,BAAWA,Operational,No,No,No,No,,Yes,Yes,No
17276,Lpartuk Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,SAMBURU,SAMBURU CENTRAL,samburu central,MARALAL,Operational,No,No,No,No,,Yes,Yes,No
17275,Lesidai Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,SAMBURU,SAMBURU CENTRAL,samburu central,LOOSUK,Operational,No,No,No,No,,Yes,Yes,No
17274,Angata Nanyokie Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,SAMBURU,SAMBURU NORTH,samburu north,ANGATA NAYOKIE,Operational,No,No,No,No,,Yes,Yes,No
17273,Baawa Community Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Institution,0,0,SAMBURU,SAMBURU CENTRAL,samburu central,LODOKEJEK,Operational,No,No,No,No,,Yes,Yes,No
17272,Emeroka Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,0,KISII,NYARIBARI MASABA,nyaribari masaba,KIAMOKAMA,Operational,No,No,No,No,,Yes,Yes,No
17271,Sagala Medical Clinic,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,KIRINYAGA,KIRINYAGA CENTRAL,kirinyaga central,KERUGOYA,Operational,No,No,No,No,,Yes,Yes,No
17270,Bensu Health Care Medical Clinic,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Ministry of Health,0,0,MERU,IGEMBE SOUTH,igembe south,MAUA,Operational,Yes,No,Yes,No,,Yes,Yes,No
17269,Mt Zion Community Health Clinic,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,MAKUENI,KIBWEZI WEST,kibwezi west,EMALI/MULALA,Operational,No,No,No,No,,Yes,Yes,No
17268,Kakutha Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MAKUENI,MAKUENI,makueni,MBITINI,Operational,No,No,No,No,,Yes,Yes,No
17267,Seth Medical Clinic,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,KIAMBU,LIMURU,limuru,LIMURU EAST,Operational,No,No,Yes,No,,Yes,Yes,No
17266,Meru Technical Training College Clinic,None,Level 2,Dispensaries and clinic-out patient only,Academic,Other,2,1,MERU,NORTH IMENTI,imenti north,MUNICIPALITY,Operational,No,No,Yes,No,,Yes,Yes,No
17261,Kamuchege Dispensary (Kamburu),None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KIAMBU,LARI,lari,KAMBURU,Operational,No,No,No,No,,Yes,Yes,No
17260,Mbau-Ini Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KIAMBU,LARI,lari,KIJABE,Operational,No,No,No,No,,Yes,Yes,No
17256,Mavivye Model Health Centre,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MAKUENI,KILOME,kilome,KIMA KIU/KALANZONI,Operational,No,No,No,No,,Yes,Yes,No
17255,Tarakwa Dispensary (Eldoret West),None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,UASIN GISHU,SOY,soy,KAPKURES,Operational,No,No,No,No,,Yes,Yes,No
17254,Kaptoror Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,ELEGEYO-MARAKWET,MARAKWET WEST,marakwet west,KAPSOWAR,Operational,No,No,No,No,,Yes,Yes,No
17253,Githambo Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MURANG'A,KIHARU,kiharu,MURARANDIA,Operational,No,No,No,No,,Yes,Yes,No
17252,St Jude Catholic Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Christian Health Association of Kenya,Ministry of Health,2,0,UASIN GISHU,TURBO,turbo,TAPSAGOI,Operational,No,No,No,No,,Yes,Yes,No
17251,Meswo Medical Clinic,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NANDI,CHESUMEI,chesumei,CHEMUNDU/KAPNG'ETUNYI,Operational,No,No,No,No,,Yes,Yes,No
17250,Rwamburi Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KIAMBU,LIMURU,limuru,NDEIYA,Operational,No,No,No,No,,Yes,Yes,No
17249,Napeitom Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,TURKANA,TURKANA EAST,turkana east,KAPEDO/NAPEITOM,Operational,No,No,No,No,,Yes,Yes,No
17247,Sironoi SDA Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Other Faith Based,Ministry of Health,0,0,NANDI,CHESUMEI,chesumei,KAPTEL/KAMOIYWO,Operational,No,No,No,No,,Yes,Yes,No
17246,Loperot Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,TURKANA,TURKANA SOUTH,turkana south,KALAPATA,Operational,Yes,No,Yes,No,,Yes,Yes,No
17245,Okook Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BUSIA,TESO SOUTH,teso south,AMUKURA WEST,Operational,No,No,No,No,,Yes,Yes,No
17243,Reale Hospital Eldoret,None,Level 2,Secondary care hospitals,Private Practice - Medical Specialist,Ministry of Health,63,20,UASIN GISHU,KESSES,kesses,RACECOURSE,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
17242,Kamolo Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BUSIA,TESO NORTH,teso north,MALABA SOUTH,Operational,No,No,No,No,,Yes,Yes,No
17241,Itumbule Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MAKUENI,MAKUENI,makueni,KATHONZWENI,Operational,Yes,No,No,No,,Yes,Yes,No
17237,Trinity Githiga (ACK) Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Christian Health Association of Kenya,Ministry of Health,0,0,MURANG'A,KANGEMA,mathioya,KANYENYA-INI,Operational,No,No,No,No,,Yes,Yes,No
17233,Maweni CDF Dispensary (Kongowea),None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MOMBASA,NYALI,nyali,KONGOWEA,Operational,No,No,No,No,,Yes,Yes,No
17232,Kerobo Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,12,3,NYAMIRA,NORTH MUGIRANGO,nyamira north,BOMWAGAMO,Operational,No,No,No,No,,Yes,Yes,No
17231,Kalimapus Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,TURKANA,TURKANA CENTRAL,turkana central,KANG'ATOTHA,Operational,No,No,No,No,,Yes,Yes,No
17230,El-Ram Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MANDERA,MANDERA SOUTH,mandera south,KUTULO,Operational,No,No,No,No,,Yes,Yes,No
17229,El-Golicha Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MANDERA,MANDERA SOUTH,mandera south,KUTULO,Operational,No,No,No,No,,Yes,Yes,No
17226,Ngarendare Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MERU,BUURI,buuri,KISIMA,Operational,No,No,No,No,,Yes,Yes,No
17221,Enesampulai Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NAROK,NAROK NORTH,narok north,MELILI,Operational,No,No,No,No,,Yes,Yes,No
17220,Ziwa SDA,None,Level 2,Dispensaries and clinic-out patient only,Christian Health Association of Kenya,Ministry of Health,0,0,UASIN GISHU,SOY,soy,KIPSOMBA,Operational,No,No,No,No,,Yes,Yes,No
17218,I Choose Life Baraton,None,Level 2,VCT,Non-Governmental Organizations,Ministry of Health,0,0,NANDI,CHESUMEI,chesumei,CHEMUNDU/KAPNG'ETUNYI,Operational,Yes,No,No,No,,Yes,Yes,No
17217,Eshikulu Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,3,1,KAKAMEGA,MUMIAS WEST,mumias west,ETENJE,Operational,No,No,No,No,,Yes,Yes,No
17216,Katheri Health Centre,None,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MERU,CENTRAL IMENTI,imenti central,MWANGATHIA,Operational,No,No,No,No,,Yes,Yes,No
17214,Kiija Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MERU,CENTRAL IMENTI,imenti central,ABOTHUGUCHI CENTRAL,Operational,No,No,No,No,,Yes,Yes,No
17213,Nthungululu Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MACHAKOS,YATTA,yatta,NDALANI,Operational,No,No,No,No,,Yes,Yes,No
17211,Nandi Hills Doctors Scheme Association Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Company Medical Service,Kenya MPDB - Private Practice,0,0,NANDI,NANDI HILLS,nandi east,CHEPKUNYUK,Operational,No,No,Yes,No,,Yes,Yes,No
17210,Ketitui Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KERICHO,AINAMOI,ainamoi,KAPSOIT,Operational,No,No,No,No,,Yes,Yes,No
17209,Kamasega Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KERICHO,SIGOWET/SOIN,sigowet/soin,SOLIAT,Operational,No,No,No,No,,Yes,Yes,No
17203,St Anthony Medical Clinic,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,KIAMBU,LIMURU,limuru,BIBIRIONI,Operational,Yes,No,Yes,No,,Yes,Yes,No
17201,Kamirithu Medical Clinic,None,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,KIAMBU,LIMURU,limuru,LIMURU CENTRAL,Operational,No,No,No,No,,Yes,Yes,No
17198,Kimlea Medical Clinic,None,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Nursing Council of Kenya (Private Practice),0,0,KIAMBU,LIMURU,limuru,NGECHA TIGONI,Operational,No,No,Yes,No,,Yes,Yes,No
17196,Lokaburu Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,1,TURKANA,TURKANA SOUTH,turkana south,LOKICHAR,Operational,No,No,Yes,No,,Yes,Yes,No
17193,Bituyu Dispensary,None,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,BUNGOMA,KIMILILI,kimilili,KIMILILI,Operational,No,No,No,No,,Yes,Yes,No
